option_id,question_id,option_label,option_value,points,display_order,status,created_at,marathi_option_text
ALSFRS-R/010/04,ALSFRS-R/010,Intermittent (e.g. nocturnal) ventilatory assistance required,3,1,4,true,2026-09-04 00:00:00+00,अनियमित (उदा. निशाचर) वायुवीजन सहाय्याची आवश्यकता असते.
ALSFRS-R/010/05,ALSFRS-R/010,Ventilator dependent,4,0,5,true,2026-09-04 00:00:00+00,प्राणवायूवर अवलंबून
AMTS/001/01,AMTS/001,Correct Answer,0,1,1,true,2026-09-04 00:00:00+00,योग्य उत्तर
AMTS/001/02,AMTS/001,Wrong Answer,1,0,2,true,2026-09-04 00:00:00+00,चुकीचा उत्तर
AMTS/002/01,AMTS/002,Correct Answer,0,1,1,true,2026-09-04 00:00:00+00,योग्य उत्तर
AMTS/002/02,AMTS/002,Wrong Answer,1,0,2,true,2026-09-04 00:00:00+00,चुकीचा उत्तर
AMTS/003/01,AMTS/003,Correct Answer,0,1,1,true,2026-09-04 00:00:00+00,योग्य उत्तर
AMTS/003/02,AMTS/003,Wrong Answer,1,0,2,true,2026-09-04 00:00:00+00,चुकीचा उत्तर
AMTS/004/01,AMTS/004,Correct Answer,0,1,1,true,2026-09-04 00:00:00+00,योग्य उत्तर
AMTS/004/02,AMTS/004,Wrong Answer,1,0,2,true,2026-09-04 00:00:00+00,चुकीचा उत्तर
AMTS/005/01,AMTS/005,Correct Answer,0,1,1,true,2026-09-04 00:00:00+00,योग्य उत्तर
AMTS/005/02,AMTS/005,Wrong Answer,1,0,2,true,2026-09-04 00:00:00+00,चुकीचा उत्तर
AMTS/006/01,AMTS/006,Correct Answer,0,1,1,true,2026-09-04 00:00:00+00,योग्य उत्तर
AMTS/006/02,AMTS/006,Wrong Answer,1,0,2,true,2026-09-04 00:00:00+00,चुकीचा उत्तर
AMTS/007/01,AMTS/007,Correct Answer,0,1,1,true,2026-09-04 00:00:00+00,योग्य उत्तर
AMTS/007/02,AMTS/007,Wrong Answer,1,0,2,true,2026-09-04 00:00:00+00,चुकीचा उत्तर
AMTS/008/01,AMTS/008,Correct Answer,0,1,1,true,2026-09-04 00:00:00+00,योग्य उत्तर
AMTS/008/02,AMTS/008,Wrong Answer,1,0,2,true,2026-09-04 00:00:00+00,चुकीचा उत्तर
AMTS/009/01,AMTS/009,Correct Answer,0,1,1,true,2026-09-04 00:00:00+00,योग्य उत्तर
AMTS/009/02,AMTS/009,Wrong Answer,1,0,2,true,2026-09-04 00:00:00+00,चुकीचा उत्तर
AMTS/010/01,AMTS/010,Correct Answer,0,1,1,true,2026-09-04 00:00:00+00,योग्य उत्तर
AMTS/010/02,AMTS/010,Wrong Answer,1,0,2,true,2026-09-04 00:00:00+00,चुकीचा उत्तर
ASRS-V1.1/001/01,ASRS-V1.1/001,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/001/02,ASRS-V1.1/001,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/001/03,ASRS-V1.1/001,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/001/04,ASRS-V1.1/001,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/001/05,ASRS-V1.1/001,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/002/01,ASRS-V1.1/002,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/002/02,ASRS-V1.1/002,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/002/03,ASRS-V1.1/002,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/002/04,ASRS-V1.1/002,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/002/05,ASRS-V1.1/002,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/003/01,ASRS-V1.1/003,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/003/02,ASRS-V1.1/003,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/003/03,ASRS-V1.1/003,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/003/04,ASRS-V1.1/003,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/003/05,ASRS-V1.1/003,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/004/01,ASRS-V1.1/004,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/004/02,ASRS-V1.1/004,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/004/03,ASRS-V1.1/004,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/004/04,ASRS-V1.1/004,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/004/05,ASRS-V1.1/004,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/005/01,ASRS-V1.1/005,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/005/02,ASRS-V1.1/005,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/005/03,ASRS-V1.1/005,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/005/04,ASRS-V1.1/005,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/005/05,ASRS-V1.1/005,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/006/01,ASRS-V1.1/006,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/006/02,ASRS-V1.1/006,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/006/03,ASRS-V1.1/006,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/006/04,ASRS-V1.1/006,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/006/05,ASRS-V1.1/006,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/007/01,ASRS-V1.1/007,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/007/02,ASRS-V1.1/007,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/007/03,ASRS-V1.1/007,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/007/04,ASRS-V1.1/007,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/007/05,ASRS-V1.1/007,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/008/01,ASRS-V1.1/008,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/008/02,ASRS-V1.1/008,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/008/03,ASRS-V1.1/008,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/008/04,ASRS-V1.1/008,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/008/05,ASRS-V1.1/008,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/009/01,ASRS-V1.1/009,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/009/02,ASRS-V1.1/009,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/009/03,ASRS-V1.1/009,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/009/04,ASRS-V1.1/009,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/009/05,ASRS-V1.1/009,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/010/01,ASRS-V1.1/010,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/010/02,ASRS-V1.1/010,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/010/03,ASRS-V1.1/010,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/010/04,ASRS-V1.1/010,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/010/05,ASRS-V1.1/010,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/011/01,ASRS-V1.1/011,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/011/02,ASRS-V1.1/011,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/011/03,ASRS-V1.1/011,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/011/04,ASRS-V1.1/011,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/011/05,ASRS-V1.1/011,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/012/01,ASRS-V1.1/012,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/012/02,ASRS-V1.1/012,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/012/03,ASRS-V1.1/012,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/012/04,ASRS-V1.1/012,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/012/05,ASRS-V1.1/012,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/013/01,ASRS-V1.1/013,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/013/02,ASRS-V1.1/013,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/013/03,ASRS-V1.1/013,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/013/04,ASRS-V1.1/013,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/013/05,ASRS-V1.1/013,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/014/01,ASRS-V1.1/014,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/014/02,ASRS-V1.1/014,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/014/03,ASRS-V1.1/014,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/014/04,ASRS-V1.1/014,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/014/05,ASRS-V1.1/014,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/015/01,ASRS-V1.1/015,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/015/02,ASRS-V1.1/015,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/015/03,ASRS-V1.1/015,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/015/04,ASRS-V1.1/015,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/015/05,ASRS-V1.1/015,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/016/01,ASRS-V1.1/016,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/016/02,ASRS-V1.1/016,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/016/03,ASRS-V1.1/016,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/016/04,ASRS-V1.1/016,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/016/05,ASRS-V1.1/016,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/017/01,ASRS-V1.1/017,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/017/02,ASRS-V1.1/017,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/017/03,ASRS-V1.1/017,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/017/04,ASRS-V1.1/017,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/017/05,ASRS-V1.1/017,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
ASRS-V1.1/018/01,ASRS-V1.1/018,Never,0,0,1,true,2026-09-04 00:00:00+00,कधीही नाही
ASRS-V1.1/018/02,ASRS-V1.1/018,Rarely,1,1,2,true,2026-09-04 00:00:00+00,क्वचित
ASRS-V1.1/018/03,ASRS-V1.1/018,Sometimes,2,2,3,true,2026-09-04 00:00:00+00,कधीकधी
ASRS-V1.1/018/04,ASRS-V1.1/018,Often,3,3,4,true,2026-09-04 00:00:00+00,बहुधा
ASRS-V1.1/018/05,ASRS-V1.1/018,Very Often,4,4,5,true,2026-09-04 00:00:00+00,बर्‍याचदा
BarthelIndex/001/01,BarthelIndex/001,unable,0,0,1,true,2026-09-04 00:00:00+00,असमर्थ
BarthelIndex/001/02,BarthelIndex/001,"needs help cutting, spreading butter, etc., or requires modified diet",1,5,2,true,2026-09-04 00:00:00+00,"कापण्यासाठी, पसरवण्यासाठी इत्यादी मदतीची गरज आहे, किंवा त्यासाठी सुधारित आहाराची आवश्यकता आहे."
BarthelIndex/001/03,BarthelIndex/001,independent,2,10,3,true,2026-09-04 00:00:00+00,स्वतंत्र
BarthelIndex/002/01,BarthelIndex/002,dependent,0,0,1,true,2026-09-04 00:00:00+00,आश्रित
BarthelIndex/002/02,BarthelIndex/002,independent (or in shower),1,5,2,true,2026-09-04 00:00:00+00,स्वतंत्र
BarthelIndex/003/01,BarthelIndex/003,needs help with personal care,0,0,1,true,2026-09-04 00:00:00+00,वैयक्तिक काळजीसाठी मदत आवश्यक आहे.
BarthelIndex/003/02,BarthelIndex/003,independent face/hair/teeth/shaving (implements provided),1,5,2,true,2026-09-04 00:00:00+00,स्वतंत्र चेहरा/केस/दंत/शॅविंग (उपकरणे पुरवली जातात)
BarthelIndex/004/01,BarthelIndex/004,dependent,0,0,1,true,2026-09-04 00:00:00+00,आश्रित
BarthelIndex/004/02,BarthelIndex/004,needs help but can do about half unaided,1,5,2,true,2026-09-04 00:00:00+00,थोडी मदत लागते पण अर्धे एकट्याने करू शकते.
BarthelIndex/004/03,BarthelIndex/004,"independent (including buttons, zips, laces, etc.)",2,10,3,true,2026-09-04 00:00:00+00,"स्वतंत्र (बटणे, झिपर, लेस इत्यादींसह)"
BarthelIndex/005/01,BarthelIndex/005,incontinent (or needs to be given enemas),0,0,1,true,2026-09-04 00:00:00+00,असंयमी
BarthelIndex/005/02,BarthelIndex/005,occasional accident,1,5,2,true,2026-09-04 00:00:00+00,अपघात
BarthelIndex/005/03,BarthelIndex/005,continent,2,10,3,true,2026-09-04 00:00:00+00,महाद्वीप
BarthelIndex/006/01,BarthelIndex/006,"incontinent, or catheterized and unable to manage alone",0,0,1,true,2026-09-04 00:00:00+00,"असंयमित, किंवा मूत्रनलिकेद्वारे उपचार केलेले आणि एकटे हाताळण्यास असमर्थ"
